Episode,Score
125,-123.3368847
126,-125.1805095
127,-123.7792467
128,-125.2311852
129,-126.5290073
130,-131.6720385
131,-130.144117
132,-135.0073795
133,-132.3989156
134,-131.729
135,-136.4830297
136,-136.2032495
137,-138.5675504
138,-138.280385
139,-139.4901296
140,-137.4655946
141,-137.1927017
142,-138.8433326
143,-139.2134891
144,-136.6778437
145,-137.1092243
146,-133.3852773
147,-134.0181896
148,-134.1426232
149,-137.9329623
150,-135.5217369
151,-134.2238208
152,-133.0386832
153,-134.9305687
154,-135.5171884
155,-134.5073588
156,-130.2634485
157,-131.4798873
158,-130.4561633
159,-132.7756051
160,-135.6863392
161,-138.1374971
162,-140.1714112
163,-139.3998715
164,-141.8968379
165,-140.2421458
166,-143.2991683
167,-141.5725094
168,-142.1861124
169,-139.7314112
170,-138.3138129
171,-137.1704234
172,-134.9846079
173,-133.0774139
174,-131.9615157
175,-132.8076216
176,-135.0180973
177,-138.2504839
178,-137.7492755
179,-136.1933943
180,-134.1473389
181,-132.9720927
182,-132.2754952
183,-132.6148756
184,-133.659997
185,-130.2025646
186,-130.8407014
187,-130.8534732
188,-131.9422734
189,-129.9677075
190,-132.2693283
191,-132.2396837
192,-135.6543199
193,-133.9060627
194,-130.1298264
195,-129.2393745
196,-126.844663
197,-125.4928091
198,-128.9402794
199,-126.3279105
200,-126.4705027
201,-124.9320843
202,-126.9522153
203,-124.1015211
204,-124.1890879
205,-122.0946438
206,-121.8534024
207,-124.1289031
208,-128.0971243
209,-126.4525856
210,-127.1293803
211,-129.7907438
212,-132.9901606
213,-132.2306823
214,-129.645316
215,-134.0003676
216,-135.7194246
217,-134.5589521
218,-134.7606554
219,-136.1454594
220,-134.333453
221,-134.8873782
222,-136.2036074
223,-136.9465399
224,-136.0443318
225,-135.5931315
226,-134.6886114
227,-136.1329969
228,-135.2163895
229,-135.1662966
230,-134.0838813
231,-135.9798754
232,-132.6708815
233,-130.1180218
234,-131.2274348
235,-129.7260183
236,-132.8263535
237,-137.6167322
238,-138.9521819
239,-139.2614218
240,-140.9304085
241,-140.229968
242,-141.0363484
243,-142.6676863
244,-138.6233533
245,-135.2611951
246,-132.3104662
247,-129.663579
248,-133.1122319
249,-130.6080097
250,-131.5471705
251,-129.1281328
252,-126.8804839
253,-124.6928387
254,-119.1198819
255,-117.7287544
256,-117.8246208
257,-120.0397136
258,-120.3549764
259,-117.4346479
260,-118.3917281
261,-114.3722375
262,-114.1979744
263,-116.4375088
264,-117.6235478
265,-114.7913312
266,-113.0152851
267,-112.5849743
268,-112.0755293
269,-115.2989235
270,-116.3407797
271,-114.9511499
272,-112.6278257
273,-111.1632376
274,-110.1694051
275,-111.7881019
276,-110.2388079
277,-112.2039164
278,-114.0156551
279,-113.117555
280,-113.3333961
281,-111.5353773
282,-106.6311904
283,-107.8950451
284,-110.2304067
285,-107.7146171
286,-105.5859051
287,-102.589072
288,-103.2033044
289,-100.7592902
290,-98.44682268
291,-101.6122507
292,-99.55295449
293,-103.0538513
294,-104.8222678
295,-107.4207921
296,-105.376643
297,-106.3793503
298,-107.1606677
299,-108.2338935
300,-110.6535345
301,-109.5407152
302,-109.6605868
303,-106.5467009
304,-109.7794383
305,-110.5789366
306,-110.1676725
307,-107.0878928
308,-103.7526055
309,-106.6509365
310,-107.6940261
311,-103.4257923
312,-101.2945428
313,-97.64811755
314,-97.65003515
315,-97.5148077
316,-96.2950397
317,-97.74855649
318,-99.09759892
319,-99.22359512
320,-100.1140283
321,-106.0413639
322,-109.5241588
323,-111.3121786
324,-109.5422526
325,-110.6859657
326,-108.753619
327,-111.7034748
328,-109.1824619
329,-109.6097286
330,-113.005649
331,-113.7074335
332,-112.2017799
333,-111.0094731
334,-109.9557642
335,-110.6132126
336,-113.2183313
337,-113.3887295
338,-115.5758653
339,-115.2257653
340,-116.94841
341,-115.2883856
342,-114.7310207
343,-113.0799589
344,-118.0483029
345,-119.298421
346,-121.4534775
347,-121.3210525
348,-119.0293097
349,-117.9430857
350,-118.6015648
351,-121.5802517
352,-119.965413
353,-117.2627491
354,-120.4164386
355,-119.5840403
356,-121.1239909
357,-119.9137281
358,-119.2254005
359,-119.4119772
360,-118.8414992
361,-123.232366
362,-122.4639499
363,-124.3406783
364,-126.506709
365,-128.091592
366,-125.6276632
367,-123.5987335
368,-118.1055602
369,-118.9278519
370,-121.1342945
371,-123.4854664
372,-122.5710514
373,-126.3384472
374,-124.7725657
375,-122.0869269
376,-121.5047098
377,-124.2263564
378,-120.4377157
379,-121.0799362
380,-122.6879125
381,-125.9298639
382,-126.7436756
383,-127.6679282
384,-129.7169476
385,-128.5419119
386,-125.2999119
387,-127.8468117
388,-125.17379
389,-124.4038136
390,-126.5958257
391,-126.9918303
392,-125.8501204
393,-125.9644174
394,-129.8366992
395,-130.808745
396,-129.8920844
397,-132.7365253
398,-135.0204646
399,-136.856891
400,-134.2668054
401,-136.3865337
402,-139.1329987
403,-138.1564739
404,-137.8088409
405,-140.7211667
406,-141.6442793
407,-143.0455074
408,-145.4077458
409,-142.4468213
410,-146.1322373
411,-148.4543867
412,-144.2185651
413,-147.1393297
414,-145.9896619
415,-149.3263947
416,-149.851075
417,-146.0152019
418,-144.2517899
419,-142.5446375
420,-143.5931866
421,-141.5471233
422,-141.3100692
423,-141.0849789
424,-138.5727161
425,-141.779406
426,-139.8020366
427,-137.2909007
428,-141.4989188
429,-141.6815479
430,-141.8499664
431,-139.0249194
432,-139.8510042
433,-140.1596715
434,-138.5103068
435,-135.8283711
436,-135.2780143
437,-135.8123154
438,-136.0474862
439,-138.0823964
440,-139.5615156
441,-142.043945
442,-138.0509695
443,-139.7379331
444,-142.6322171
445,-142.204293
446,-140.5075434
447,-140.8789901
448,-141.3846956
449,-137.0965414
450,-135.1258702
451,-135.9293085
452,-134.5698097
453,-133.0349566
454,-134.764101
455,-131.7255991
456,-130.2316865
457,-130.5824744
458,-132.7416364
459,-133.9528826
460,-133.6576157
461,-133.3315562
462,-136.092908
463,-135.076427
464,-134.0448588
465,-133.0720053
466,-130.4781818
467,-129.4491696
468,-128.8559776
469,-131.5943318
470,-132.8451263
471,-132.5074932
472,-133.3794224
473,-131.8975884
474,-130.625237
475,-130.3414216
476,-132.8326155
477,-130.4435586
478,-130.0956465
479,-131.4318111
480,-134.7380224
481,-134.2298232
482,-132.8476666
483,-128.6092218
484,-126.9515742
485,-125.9657407
486,-127.1398184
487,-126.216858
488,-122.3929632
489,-123.2407313
490,-122.7027229
491,-120.4882601
492,-119.4230126
493,-120.9123516
494,-117.9970628
495,-114.8424024
496,-113.5805858
497,-111.439048
498,-113.3194406
499,-113.567922
500,-113.7940703
501,-109.8212096
502,-108.3825603
503,-107.1260459
504,-109.7094017
505,-110.4059152
506,-111.2315161
507,-108.5569916
508,-109.1776509
509,-109.8024737
510,-111.1001788
511,-107.2858888
512,-107.4786476
513,-109.8986679
514,-112.2917361
515,-112.1105427
516,-109.7745398
517,-109.774749
518,-109.6491728
519,-109.1628228
520,-111.992343
521,-113.7776035
522,-112.2467229
523,-112.421427
524,-111.5038462
525,-112.5360962
526,-114.5210811
527,-116.4275147
528,-120.0425679
529,-119.2672199
530,-120.1289151
531,-119.0427124
532,-122.8745349
533,-117.0407402
534,-115.1340639
535,-113.4600172
536,-116.6191836
537,-117.7324506
538,-116.4738803
539,-117.811865
540,-120.929363
541,-118.2264703
542,-116.8049196
543,-117.7578747
544,-114.5909428
545,-113.3196354
546,-114.9558129
547,-114.818812
548,-113.8207676
549,-110.3556568
550,-113.4672935
551,-112.0622718
552,-110.1385088
553,-112.0353973
554,-109.9454894
555,-107.2039704
556,-104.1880355
557,-100.1435129
558,-102.1454543
559,-105.7053381
560,-103.660038
561,-99.31744568
562,-98.52984879
563,-95.98970709
564,-93.4361651
565,-94.65373361
566,-96.14915789
567,-99.04555739
568,-103.9872544
569,-104.155685
570,-103.2375734
571,-103.0908692
572,-104.7520167
573,-107.0394444
574,-106.8752846
575,-104.3803805
576,-100.8290439
577,-100.7335191
578,-101.3265993
579,-102.0428017
580,-101.0665191
581,-96.62831547
582,-96.44467609
583,-97.25407632
584,-95.83193553
585,-96.79101496
586,-96.43286083
587,-98.40432817
588,-96.74966191
589,-96.43005729
590,-99.11625873
591,-98.14450293
592,-99.85165095
593,-98.3594764
594,-101.1964861
595,-100.0222372
596,-101.1628046
597,-102.2002777
598,-104.9955536
599,-103.9256309
600,-104.0473245
601,-104.1366828
602,-101.5519932
603,-98.305779
604,-101.7811345
605,-100.5032127
606,-106.3395534
607,-108.0234097
608,-106.5283566
609,-108.7608483
610,-107.3681787
611,-108.4433331
612,-111.2276886
613,-110.5268961
614,-114.7366755
615,-118.0934769
616,-120.0502644
617,-115.8323053
618,-113.825989
619,-111.3271757
620,-109.3680605
621,-110.0099031
622,-111.3981815
623,-112.496066
624,-113.839883
625,-116.262184
626,-117.8382459
627,-115.9204011
628,-114.2480787
629,-117.9792364
630,-118.4987353
631,-118.3739883
632,-117.330424
633,-117.9557661
634,-121.1061888
635,-121.8186765
636,-124.5948599
637,-123.424158
638,-122.9199089
639,-122.4772886
640,-123.712805
641,-122.4344291
642,-120.3195985
643,-122.4466908
644,-122.3623004
645,-126.1413135
646,-127.3000158
647,-129.9724271
648,-128.2516736
649,-127.5897042
650,-130.2126281
651,-128.898558
652,-127.0243776
653,-127.2300558
654,-128.6920092
655,-128.7294973
656,-131.3158862
657,-129.8167832
658,-126.452022
659,-127.3136134
660,-126.9724098
661,-124.4902046
662,-126.5787983
663,-126.7438276
664,-121.4326724
665,-123.4788636
666,-120.7659131
667,-120.3825131
668,-119.0457139
669,-117.4953456
670,-116.2811526
671,-111.0663669
672,-113.0339025
673,-113.6560429
674,-118.0683198
675,-118.9236488
676,-115.6980319
677,-114.9866634
678,-117.2608343
679,-115.8131862
680,-114.281458
681,-114.6969601
682,-113.1746899
683,-115.2528463
684,-115.0364375
685,-115.287791
686,-116.4953658
687,-114.2676774
688,-113.5835017
689,-113.9167727
690,-111.7101213
691,-113.1508727
692,-116.0156275
693,-118.2470957
694,-123.4117991
695,-121.5508869
696,-120.0053689
697,-118.2156956
698,-118.9621177
699,-116.8752758
700,-118.5473484
701,-116.9682097
702,-117.5770503
703,-119.961899
704,-118.3800452
705,-120.9939836
706,-121.2045758
707,-120.6905263
708,-118.8589505
709,-117.177568
710,-114.5479326
711,-114.6973264
712,-115.1580679
713,-116.8235495
714,-113.5194873
715,-109.7137355
716,-111.9455951
717,-110.083388
718,-112.9307005
719,-114.358818
720,-113.9653619
721,-116.2845832
722,-118.3247877
723,-118.2629184
724,-120.8732
725,-122.3956258
726,-122.0496216
727,-122.7370064
728,-123.2163783
729,-118.126015
730,-114.9250559
731,-116.0648306
732,-115.4930049
733,-116.5565167
734,-117.5705635
735,-119.8493889
736,-117.1633536
737,-120.774534
738,-122.6484158
739,-123.3172272
740,-122.2444344
741,-121.0499241
742,-119.7515573
743,-122.5157009
744,-122.2538318
745,-122.2809939
746,-123.3077449
747,-124.1907044
748,-127.1250403
749,-128.520808
750,-128.3847275
751,-124.7841717
752,-124.9931582
753,-127.4836823
754,-130.8330357
755,-131.371677
756,-127.4696905
757,-125.1465004
758,-126.4410912
759,-125.9239469
760,-126.0630699
761,-125.7983749
762,-126.1091236
763,-128.9288482
764,-128.3935294
765,-128.7575204
766,-128.9625762
767,-126.5570186
768,-126.6318204
769,-125.7986731
770,-127.0682587
771,-129.8530019
772,-126.2826832
773,-128.3938076
774,-131.0723259
775,-130.3338056
776,-133.1105117
777,-136.7188778
778,-137.2831363
779,-135.7316818
780,-134.8686238
781,-134.0475935
782,-131.889638
783,-129.9120957
784,-128.3069613
785,-133.8109734
786,-134.4051216
787,-135.7593711
788,-133.3258758
789,-134.3955278
790,-137.2452997
791,-134.3278528
792,-133.6013636
793,-130.6830383
794,-127.6869964
795,-130.0349595
796,-129.920614
797,-131.2069749
798,-128.9307962
799,-126.8746581
800,-125.5517478
801,-125.3409322
802,-123.958766
803,-120.9669973
804,-123.1376463
805,-120.2865458
806,-117.6707747
807,-116.6150782
808,-113.0178991
809,-115.0591516
810,-114.2918495
811,-115.1439704
812,-113.6620103
813,-113.4930558
814,-112.1201107
815,-113.9327943
816,-114.3217504
817,-113.1435951
818,-115.8598555
819,-116.4832906
820,-113.0103738
821,-116.3637789
822,-112.2794452
823,-110.9671722
824,-113.9412618
825,-111.2943435
826,-113.4724897
827,-115.1014249
828,-114.2043562
829,-116.9400944
830,-114.3440102
831,-113.2692858
832,-116.9385225
833,-117.6145595
834,-120.9358398
835,-121.166627
836,-117.8648868
837,-118.1605456
838,-120.1429165
839,-117.6991275
840,-116.650849
841,-115.4727534
842,-117.4521963
843,-115.5974838
844,-115.2251156
845,-114.5081572
846,-115.2252897
847,-113.0495221
848,-113.5884349
849,-113.226506
850,-116.2739504
851,-113.2363848
852,-113.2226224
853,-115.6420203
854,-115.8117163
855,-114.2535493
856,-115.4539296
857,-114.3289692
858,-113.621235
859,-115.7335797
860,-116.8542584
861,-117.4188372
862,-112.9598527
863,-113.9538176
864,-111.204204
865,-111.5911934
866,-110.2918915
867,-110.6122258
868,-110.7111994
869,-111.2863788
870,-107.1456377
871,-110.9987547
872,-111.202521
873,-113.1025863
874,-108.6980591
875,-110.6680998
876,-109.2103357
877,-108.5596893
878,-107.506072
879,-110.7864751
880,-112.9206208
881,-112.3622632
882,-113.7614029
883,-112.3599694
884,-112.7546006
885,-112.2197355
886,-113.648674
887,-116.439346
888,-115.9400553
889,-107.6893659
890,-107.6613202
891,-104.8587823
892,-104.2913476
893,-103.4336384
894,-103.2839332
895,-98.94463837
896,-94.67838809
897,-95.3998256
898,-95.5652276
899,-95.57093149
900,-95.4865144
901,-96.50529493
902,-95.85296509
903,-94.23779056
904,-92.87547666
905,-91.37935497
906,-89.94077519
907,-86.19401298
908,-88.37856218
909,-89.89829101
910,-91.732371
911,-91.19722456
912,-92.39210956
913,-90.75189309
914,-92.16284972
915,-92.88010995
916,-96.21184029
917,-94.08654076
918,-93.24268568
919,-91.43569023
920,-88.48812093
921,-88.82603375
922,-90.75547221
923,-89.42811532
924,-88.69667634
925,-88.84751828
926,-88.42646456
927,-87.75696342
928,-87.3201446
929,-84.16981902
930,-83.40551503
931,-81.20690292
932,-79.73763556
933,-78.34444913
934,-75.16399858
935,-71.141335
936,-71.10038854
937,-72.63154072
938,-73.17047342
939,-76.61492678
940,-76.28370436
941,-78.7001075
942,-73.82022564
943,-73.53800568
944,-73.27821122
945,-76.35605348
946,-74.007208
947,-75.29829319
948,-72.15594325
949,-72.6509775
950,-76.23549204
951,-75.9452809
952,-72.38344615
953,-71.18373131
954,-70.90124582
955,-72.63249504
956,-75.59549418
957,-74.54630811
958,-77.5098996
959,-76.85568641
960,-78.05897394
961,-78.79442434
962,-82.69486882
963,-81.21517058
964,-80.59267511
965,-80.06323989
966,-81.36928839
967,-83.70403926
968,-83.12859604
969,-82.84540271
970,-79.55989246
971,-81.8110058
972,-84.76623837
973,-83.13686156
974,-81.85741204
975,-81.26835767
976,-84.54469148
977,-83.10135951
978,-85.21568014
979,-82.67327957
980,-83.17758025
981,-83.02579068
982,-86.42795514
983,-87.32987262
984,-89.9311801
985,-93.27479503
986,-92.41435463
987,-92.3108951
988,-94.37740328
989,-93.52591232
990,-94.20523445
991,-93.29282446
992,-93.05181523
993,-93.88696555
994,-93.78540998
995,-92.49218041
996,-90.59559185
997,-92.07313945
998,-94.86729682
999,-91.58523501
1000,-89.30044295
1001,-86.84705157
1002,-89.11717048
1003,-86.35528668
1004,-83.47637858
1005,-85.98931144
1006,-89.62894059
1007,-90.25933076
1008,-91.12270634
1009,-92.39964498
1010,-91.56727798
1011,-88.22629679
1012,-87.31200962
1013,-84.13876865
1014,-86.41894379
1015,-86.41895734
1016,-81.81053626
1017,-81.91300517
1018,-82.97909451
1019,-80.34568722
1020,-78.73956242
1021,-77.14066655
1022,-74.44745205
1023,-72.87973847
1024,-73.94471606
1025,-73.74551087
1026,-75.25580263
1027,-77.389281
1028,-74.06522478
1029,-76.10797675
1030,-75.64672904
1031,-75.82853972
1032,-78.6160444
1033,-78.95068342
1034,-77.03145413
1035,-78.81276141
1036,-82.1914008
1037,-82.7380965
1038,-80.53279508
1039,-82.58038473
1040,-81.5132357
1041,-79.29904202
1042,-76.00068215
1043,-74.92067495
1044,-72.42895917
1045,-70.07199947
1046,-70.25374481
1047,-71.70040287
1048,-71.56837808
1049,-73.77068518
1050,-74.76025053
1051,-70.51606063
1052,-72.75077438
1053,-70.03303181
1054,-69.02118435
1055,-67.34898288
1056,-63.56116795
1057,-63.91610841
1058,-67.29117314
1059,-66.64738385
1060,-66.26155245
1061,-64.54205325
1062,-64.76618443
1063,-67.50525739
1064,-67.95175223
1065,-64.94846575
1066,-66.42743019
1067,-61.19412236
1068,-58.44721909
1069,-60.3197174
1070,-60.042198
1071,-63.01608125
1072,-61.00513454
1073,-60.23530849
1074,-56.20904642
1075,-52.49514615
1076,-50.03598981
1077,-53.3172353
1078,-52.82364548
1079,-52.43863299
1080,-54.79237917
1081,-54.60845181
1082,-52.38791672
1083,-53.81588913
1084,-56.38010313
1085,-58.02787228
1086,-56.23643867
1087,-53.17573614
1088,-53.00367088
1089,-51.89358223
1090,-53.33193712
1091,-50.82818978
1092,-53.7020544
1093,-54.17876162
1094,-54.66972181
1095,-55.44967646
1096,-52.00883545
1097,-50.73778517
1098,-51.56228588
1099,-53.79157946
1100,-51.71482354
1101,-51.01114059
1102,-49.47512687
1103,-49.86653036
1104,-48.66514717
1105,-48.57036535
1106,-50.52644285
1107,-49.90175505
1108,-48.87014962
1109,-50.40600737
1110,-50.26893282
1111,-48.38639553
1112,-48.50086635
1113,-47.82396825
1114,-51.99256307
1115,-52.61826141
1116,-55.54108568
1117,-56.12579657
1118,-59.61696566
1119,-57.20622662
1120,-58.50208375
1121,-58.8296577
1122,-59.32798135
1123,-58.45599307
1124,-57.05626395
1125,-56.32056123
1126,-58.14313559
1127,-58.09382607
1128,-55.99996268
1129,-55.88684196
1130,-58.62239211
1131,-55.18713792
1132,-53.51033947
1133,-54.65316213
1134,-55.70639939
1135,-59.93372062
1136,-61.22255461
1137,-58.52748312
1138,-58.03263074
1139,-57.02356858
1140,-54.41101197
1141,-57.28469124
1142,-55.73238583
1143,-53.50834932
1144,-53.87361478
1145,-51.57226661
1146,-53.56412399
1147,-50.99379099
1148,-50.59131647
1149,-49.66708043
1150,-46.4763124
1151,-41.6256572
1152,-40.02000537
1153,-40.34393115
1154,-42.73889938
1155,-41.20404583
1156,-42.97594423
1157,-43.28172865
1158,-39.96181324
1159,-41.63278909
1160,-40.82923212
1161,-37.01935541
1162,-34.23826722
1163,-33.50947487
1164,-32.92494656
1165,-35.65412443
1166,-32.71896904
1167,-36.04956436
1168,-36.53619899
1169,-36.65833765
1170,-36.92405106
1171,-38.4039728
1172,-37.90156254
1173,-34.67684913
1174,-34.02170506
1175,-30.31607656
1176,-28.59393791
1177,-31.84476052
1178,-34.93555623
1179,-36.57218913
1180,-36.69817749
1181,-35.08868737
1182,-34.42559179
1183,-33.19099744
1184,-33.95489288
1185,-32.90691824
1186,-36.10207814
1187,-34.67638827
1188,-37.53523375
1189,-36.43714622
1190,-35.92097488
1191,-37.83416769
1192,-33.66151604
1193,-33.01153617
1194,-32.37803228
1195,-32.54536821
1196,-34.13035888
1197,-33.89946998
1198,-33.13177299
1199,-30.25847162
1200,-26.93288811
1201,-29.60430797
1202,-32.12819266
1203,-29.54917732
1204,-30.82636928
1205,-33.36532821
1206,-35.40151168
1207,-34.0018518
1208,-34.8524389
1209,-35.20534567
1210,-37.43203709
1211,-40.11804952
1212,-41.65984755
1213,-41.27069214
1214,-37.22172418
1215,-36.59746578
1216,-36.74450223
1217,-34.47377897
1218,-33.962463
1219,-33.63035671
1220,-34.36897498
1221,-34.42991275
1222,-38.13020291
1223,-37.03695746
1224,-37.67017007
1225,-36.56217824
1226,-38.07326629
1227,-35.80565761
1228,-32.83410369
1229,-35.47834239
1230,-36.43283184
1231,-38.70170516
1232,-40.49213481
1233,-38.74430327
1234,-40.26021209
1235,-40.65840918
1236,-41.43078085
1237,-45.20771218
1238,-48.75824469
1239,-47.80913138
1240,-43.5496407
1241,-43.32615998
1242,-45.14556442
1243,-47.45907398
1244,-46.78753088
1245,-45.01327634
1246,-41.39806135
1247,-39.2055886
1248,-41.92143909
1249,-39.28133513
1250,-40.66886738
1251,-40.03222476
1252,-36.39996489
1253,-35.60046388
1254,-34.60221411
1255,-37.41912508
1256,-33.75985924
1257,-34.96296312
1258,-31.5129778
1259,-27.14334844
1260,-27.34303538
1261,-26.92776386
1262,-27.54351257
1263,-27.61456522
1264,-30.33023276
1265,-28.0659787
1266,-26.51040979
1267,-28.26794386
1268,-26.54188331
1269,-24.14563688
1270,-21.6335023
1271,-21.491701
1272,-17.24514626
1273,-15.77146295
1274,-15.05029386
1275,-15.6322512
1276,-18.86118136
1277,-21.38906114
1278,-18.37828957
1279,-20.07106041
1280,-20.38456741
1281,-24.13384205
1282,-25.56633383
1283,-25.35265866
1284,-25.15908776
1285,-23.48626626
1286,-21.96699811
1287,-20.61899017
1288,-19.32180061
1289,-21.68212692
1290,-23.86164115
1291,-24.08448459
1292,-20.22353858
1293,-22.97960085
1294,-20.77766542
1295,-20.70707254
1296,-22.19604661
1297,-24.1284769
1298,-25.26194668
1299,-22.60949305
1300,-22.53031972
1301,-24.41889068
1302,-27.66474846
1303,-33.04086187
1304,-29.98849346
1305,-31.49999008
1306,-30.59998006
1307,-30.8148317
1308,-32.85407103
1309,-31.4734769
1310,-32.12674949
1311,-29.16491439
1312,-30.1848721
1313,-30.02586446
1314,-31.97845552
1315,-31.97415412
1316,-30.56589538
1317,-31.76276921
1318,-32.06625166
1319,-32.57330525
1320,-33.40545963
1321,-35.52322475
1322,-37.27880847
1323,-39.32630423
1324,-38.54235638
1325,-38.14818285
1326,-38.50560235
1327,-40.8137619
1328,-41.03963325
1329,-41.63905832
1330,-43.20733975
1331,-43.41454528
1332,-42.93649761
1333,-42.20882114
1334,-43.29756059
1335,-42.23785173
1336,-41.76633974
1337,-41.80554497
1338,-43.474912
1339,-43.4271178
1340,-47.11176112
1341,-46.42865528
1342,-48.19356092
1343,-47.79348619
1344,-51.70898613
1345,-49.13921861
1346,-50.90282896
1347,-49.1399199
1348,-48.99055707
1349,-47.96521656
1350,-50.20378773
1351,-51.86111793
1352,-54.37521644
1353,-55.17961385
1354,-49.56504548
1355,-53.12398222
1356,-51.34487995
1357,-52.50743951
1358,-54.00884527
1359,-52.35568118
1360,-53.5989613
1361,-50.19347879
1362,-51.09767231
1363,-49.81741318
1364,-49.74151861
1365,-48.99008035
1366,-46.08551606
1367,-49.46815554
1368,-50.91683967
1369,-52.20577023
1370,-54.23212533
1371,-54.5756847
1372,-54.82906967
1373,-56.6217648
1374,-55.5388604
1375,-54.78750286
1376,-51.87693377
1377,-50.26211786
1378,-51.20961348
1379,-52.19745215
1380,-52.65209374
1381,-55.29414344
1382,-56.42071724
1383,-55.54234177
1384,-54.36906372
1385,-54.22959315
1386,-55.95859615
1387,-52.35661113
1388,-54.53467304
1389,-51.57481039
1390,-54.29487766
1391,-51.64645133
1392,-53.14980974
1393,-51.11386061
1394,-52.60894075
1395,-53.14860007
1396,-58.52085484
1397,-59.15304958
1398,-57.01913624
1399,-58.59055044
1400,-60.89537775
1401,-62.48305889
1402,-62.22426339
1403,-61.75980055
1404,-62.85668987
1405,-59.83098927
1406,-62.78012396
1407,-65.15192831
1408,-67.75895091
1409,-69.89933829
1410,-71.19179321
1411,-68.27839484
1412,-68.25333264
1413,-68.05872594
1414,-68.43774592
1415,-69.91106305
1416,-70.16815159
1417,-71.44082164
1418,-72.51102359
1419,-69.28574345
1420,-68.89292175
1421,-67.71831224
1422,-63.75098656
1423,-62.54150308
1424,-65.95577672
1425,-68.46957974
1426,-68.37648776
1427,-69.34450569
1428,-72.19952105
1429,-73.2972355
1430,-75.91149258
1431,-80.61483803
1432,-81.65896593
1433,-79.92954974
1434,-80.65573504
1435,-83.17500599
1436,-82.84303263
1437,-80.73263112
1438,-76.93936075
1439,-78.42839526
1440,-76.28318111
1441,-78.27329642
1442,-79.09192346
1443,-79.14096993
1444,-79.27888452
1445,-76.70271224
1446,-78.482547
1447,-79.08932083
1448,-79.24929983
1449,-78.31543271
1450,-75.32100692
1451,-73.71904973
1452,-74.18323347
1453,-75.45468702
1454,-73.56246758
1455,-70.98892187
1456,-70.45601315
1457,-69.09344384
1458,-64.42381644
1459,-65.56719023
1460,-66.44157537
1461,-66.13817692
1462,-67.50431888
1463,-66.30230932
1464,-70.00244745
1465,-71.75138584
1466,-70.19317662
1467,-67.00296705
1468,-67.76731508
1469,-67.9051831
1470,-69.26334035
1471,-66.20819403
1472,-65.35249547
1473,-68.86451037
1474,-72.20373591
1475,-72.64315471
1476,-73.42948926
1477,-69.69961156
1478,-69.044493
1479,-69.60296031
1480,-70.39118652
1481,-68.61379754
1482,-66.10118938
1483,-66.77599892
1484,-65.57716534
1485,-62.99324828
1486,-65.90522046
1487,-65.40007783
1488,-66.37334096
1489,-63.7882034
1490,-65.91554939
1491,-67.0038624
1492,-64.6937908
1493,-66.32401148
1494,-64.76979848
1495,-61.62617157
1496,-61.98446813
1497,-60.59722103
1498,-61.87139124
1499,-64.41810667
1500,-66.20768642
1501,-67.08761083
1502,-64.05202949
1503,-67.76701722
1504,-69.26001272
1505,-65.3304295
1506,-64.18629659
1507,-64.29018252
1508,-62.04176868
